Player,Years,Term,Position,Status,Age,2026-27,2027-28,2028-29,2029-30,2030-31,2031-32
Maxim Tsyplakov RW,1 UFA,"","RW, LW",NHL,27,2.25,UFA,,,,,0,126,126,False
Anton Forsberg G,1 UFA,"","G",NHL,33,2.25,UFA,,,,,0,226,226,False
Matias Maccelli LW,1 RFA,"","LW, RW",NHL,25,2.25,RFA,,,,,0,295,295,False
Ryan Leonard RW,1 RFA,"ELC","RW",NHL,21,2.208333,RFA,,,,,,,,True
Samuel Ersson G,2 UFA,"","G",NHL,26,2.2,2.2,UFA,,,,0,143,143,False
Ville Husso G,1 UFA,"","G",NHL,31,2.2,UFA,,,,,0,165,165,False
Jesper Wallstedt G,1 RFA,"","G",NHL,23,2.2,RFA,,,,,0,40,40,True
Paul Cotter LW,1 UFA,"","LW, C",NHL,26,2.15,UFA,,,,,0,296,296,False
Frederick Gaudreau C,2 UFA,"M-NTC","C, RW",NHL,33,2.1,2.1,UFA,,,,,,,False
Sam Steel LW,1 UFA,"","LW, C",NHL,28,2.1,UFA,,,,,0,491,491,False
Charlie Stramel C,3 RFA,"ELC","C",Minor,21,2.075,2.075,2.075,RFA,,,,,,True
Viggo Bjorck C,3 RFA,"ELC50","C",Minor,18,2.075,2.075,2.075,RFA,,,,,,True
William Carrier LW,4 UFA,"NMC","LW",NHL,31,2.05,2.05,2.05,2.05,UFA,,,,,False
Vitali Pinchuk C,1 RFA,"ELC","C",Minor,24,2.025,RFA,,,,,,,,True
Ross Johnston LW,3 UFA,"","LW",NHL,32,2.0,2.0,2.0,UFA,,,0,307,307,False
Radek Faksa C,2 UFA,"","C",NHL,32,2.0,2.0,UFA,,,,0,766,766,False
Ethen Frank RW,2 UFA,"","RW, LW",NHL,28,2.0,2.0,UFA,,,,0,86,86,False
Akira Schmid G,2 UFA,"","G",NHL,26,2.0,2.0,UFA,,,,0,82,82,False
Sebastian Cossa G,2 RFA,"","G",NHL,23,2.0,2.0,RFA,,,,0,1,1,True
Adam Gaudette RW,1 UFA,"","RW, C, LW",NHL,29,2.0,UFA,,,,,0,367,367,False
Carter Hart G,1 UFA,"","G",NHL,28,2.0,UFA,,,,,0,245,245,False
Nico Sturm C,1 UFA,"","C, LW",NHL,31,2.0,UFA,,,,,0,380,380,False
Pyotr Kochetkov G,1 UFA,"","G",NHL,27,2.0,UFA,,,,,0,125,125,False
Daniil Tarasov G,1 UFA,"","G",NHL,27,2.0,UFA,,,,,0,98,98,False
Yaroslav Askarov G,1 RFA,"","G",NHL,24,2.0,RFA,,,,,0,63,63,True
Jonatan Berggren RW,1 RFA,"","RW, LW",NHL,26,2.0,RFA,,,,,0,205,205,False
Anton Frondell C,2 RFA,"ELC","C, RW",NHL,19,1.975,1.975,RFA,,,,,,,True
Jake O'Brien C,3 RFA,"ELC50","C",Junior,19,1.974167,1.974167,1.974167,RFA,,,,,,True
Berkly Catton LW,2 RFA,"ELC","LW, C",NHL,20,1.95375,1.95375,RFA,,,,,,,True
Tij Iginla C,3 RFA,"ELC","C",Junior,20,1.941667,1.941667,1.941667,RFA,,,,,,True
Nick Jensen D,2 UFA,"","RD",NHL,35,1.9125,1.9125,UFA,,,,0,694,694,False
Connor Clifton D,2 UFA,"","RD",NHL,31,1.9125,1.9125,UFA,,,,0,434,434,False
Luke Schenn D,1 UFA,"NMC","RD",NHL,36,1.9125,UFA,,,,,,,,False
Nate Danielson C,2 RFA,"ELC","C",NHL,21,1.909167,1.909167,RFA,,,,,,,True
Trey Augustine G,3 RFA,"ELC","G",Minor,21,1.908333,1.908333,1.908333,RFA,,,0,0,0,True
Brandon Bussi G,3 UFA,"","G",NHL,28,1.9,1.9,1.9,UFA,,,0,39,39,True
Cole Hutson D,2 RFA,"ELC","LD",Minor,20,1.894792,1.894792,RFA,,,,,,,True
Matthew Savoie RW,1 RFA,"ELC","RW, LW",NHL,22,1.886667,RFA,,,,,,,,True
Marco Kasper LW,1 RFA,"ELC","LW, C, RW",NHL,22,1.886667,RFA,,,,,,,,True
Conor Timmins D,1 UFA,"","RD, LD",NHL,27,1.87,UFA,,,,,0,198,198,False
Danil But LW,2 RFA,"ELC","LW, RW",Minor,21,1.866667,1.866667,RFA,,,,,,,True
Jeff Malott LW,3 UFA,"","LW",NHL,30,1.85,1.85,1.85,UFA,,,0,71,71,True
Mark Jankowski C,2 UFA,"M-NTC","C",NHL,31,1.85,1.85,UFA,,,,,,,False
Morgan Barron C,1 UFA,"","C, LW",NHL,27,1.85,UFA,,,,,0,321,321,False
Sean Kuraly C,1 UFA,"","C",NHL,33,1.85,UFA,,,,,0,644,644,False
Roger Mcqueen C,3 RFA,"ELC","C",Minor,19,1.841667,1.841667,1.841667,RFA,,,,,,True
Michael Hrabal G,3 RFA,"ELC","G",Minor,21,1.825,1.825,1.825,RFA,,,0,0,0,True
Jake Allen G,4 UFA,"NTC","G",NHL,36,1.8,1.8,1.8,1.8,UFA,,0,497,497,False
Justin Danforth RW,1 UFA,"","RW, LW, C",NHL,33,1.8,UFA,,,,,0,187,187,False
Kent Johnson RW,1 RFA,"","RW, LW, C",NHL,23,1.8,RFA,,,,,0,274,274,False
David Reinbacher D,2 RFA,"ELC","LD, RD",Minor,21,1.764458,1.764458,RFA,,,,,,,True
Michael Carcone RW,2 UFA,"","RW, LW",NHL,30,1.75,1.75,UFA,,,,0,236,236,False
Kailer Yamamoto RW,2 UFA,"","RW, LW",NHL,27,1.75,1.75,UFA,,,,0,374,374,False
Nick Bjugstad C,1 UFA,"","C, RW",NHL,34,1.75,UFA,,,,,0,821,821,False
Ryker Evans D,1 RFA,"","LD, RD",NHL,24,1.7425,RFA,,,,,0,176,176,False
Jonathan Castagna C,3 RFA,"ELC","C",Minor,21,1.741667,1.741667,1.741667,RFA,,,,,,True
Parker Kelly LW,4 UFA,"","LW, C",NHL,27,1.7,1.7,1.7,1.7,UFA,,0,339,339,False
Eric Robinson RW,3 UFA,"M-NTC","RW",NHL,31,1.7,1.7,1.7,UFA,,,,,,False
Dalibor Dvorsky C,2 RFA,"ELC","C, RW",NHL,21,1.6925,1.6925,RFA,,,,,,,True
Radim Mrtka D,3 RFA,"ELC50","RD",Junior,19,1.678042,1.678042,1.678042,RFA,,,,,,True
Zayne Parekh D,2 RFA,"ELC","RD",NHL,20,1.660688,1.660688,RFA,,,,,,,True
Jack Berglund C,3 RFA,"ELC","C",Minor,20,1.658333,1.658333,1.658333,RFA,,,,,,True
Dmitriy Simashev D,2 RFA,"ELC","RD, LD",Minor,21,1.6575,1.6575,RFA,,,,,,,True
Conor Geekie C,1 RFA,"ELC","C, LW, RW",NHL,22,1.653333,RFA,,,,,,,,True
Carter Yakemchuk D,3 RFA,"ELC","RD",Minor,20,1.650417,1.650417,1.650417,RFA,,,,,,True
James Hagens LW,2 RFA,"ELC","LW, C",Minor,19,1.645833,1.645833,RFA,,,,,,,True
Victor Olofsson RW,1 UFA,"","RW, LW",NHL,31,1.63833,UFA,,,,,0,448,448,False
Anton Silayev D,3 RFA,"ELC","LD",Minor,20,1.63625,1.63625,1.63625,RFA,,,,,,True
Ty Dellandrea C,2 UFA,"","C",NHL,26,1.625,1.625,UFA,,,,0,265,265,False
Alex Steeves LW,2 UFA,"","LW, C",NHL,26,1.625,1.625,UFA,,,,0,57,57,True
Isaac Howard LW,2 RFA,"ELC","LW",Minor,22,1.616667,1.616667,RFA,,,,,,,True
Maxim Shabanov LW,1 RFA,"","LW, RW",NHL,25,1.6,RFA,,,,,0,44,44,True
Nick Cousins LW,2 UFA,"","LW, RW, C",NHL,33,1.5875,1.5875,UFA,,,,0,723,723,False
Bryce Montgomery D,1 RFA,"ELC","RD",Minor,23,1.576674,RFA,,,,,,,,True
Elton Hermansson RW,3 RFA,"ELC50","RW",Minor,18,1.575,1.575,1.575,RFA,,,,,,True
Oliver Suvanto C,3 RFA,"ELC50","C",Minor,17,1.575,1.575,1.575,RFA,,,,,,True
Nikita Klepov RW,3 RFA,"ELC50","RW",Minor,18,1.575,1.575,1.575,RFA,,,,,,True
Mark Kastelic RW,2 UFA,"","RW, C",NHL,27,1.566667,1.566667,UFA,,,,0,287,287,False
Konsta Helenius RW,2 RFA,"ELC","RW, C, LW",Minor,20,1.55375,1.55375,RFA,,,,,,,True
Andre Gasseau C,2 RFA,"ELC","C",Minor,23,1.55,1.55,RFA,,,,,,,True
Adam Gajan G,2 RFA,"ELC","G",Minor,22,1.55,1.55,RFA,,,,0,0,0,True
Pontus Holmberg RW,1 UFA,"","RW, LW",NHL,27,1.55,UFA,,,,,0,229,229,False
Jimmy Snuggerud RW,1 RFA,"ELC","RW",NHL,22,1.55,RFA,,,,,,,,True
Corey Perry RW,1 UFA,"NTC","RW, LW",NHL,41,1.5,UFA,,,,,,,,False
Jesper Boqvist LW,1 UFA,"","LW, RW",NHL,27,1.5,UFA,,,,,0,387,387,False
Taylor Raddysh RW,1 UFA,"","RW, LW",NHL,28,1.5,UFA,,,,,0,373,373,False
Justin Brazeau RW,1 UFA,"","RW",NHL,28,1.5,UFA,,,,,0,159,159,False
Alex Lyon G,1 UFA,"","G",NHL,33,1.5,UFA,,,,,0,149,149,False
Eeli Tolvanen RW,1 UFA,"","RW, LW",NHL,27,1.5,UFA,,,,,0,423,423,False
Nils Lundkvist D,2 UFA,"","RD",NHL,26,1.4875,1.4875,UFA,,,,0,235,235,False
Shakir Mukhamadullin D,2 RFA,"","RD, LD",NHL,24,1.4875,1.4875,RFA,,,,0,83,83,False
Tom Willander D,2 RFA,"ELC","RD",NHL,21,1.4875,1.4875,RFA,,,,,,,True
Joel Hanley D,1 UFA,"","LD",NHL,35,1.4875,UFA,,,,,0,314,314,False
Erik Gudbranson D,1 UFA,"","RD",NHL,34,1.4875,UFA,,,,,0,842,842,False
Sam Dickinson D,2 RFA,"ELC","LD",NHL,20,1.476521,1.476521,RFA,,,,,,,True
Benjamin Kindel C,2 RFA,"ELC","C",NHL,19,1.475,1.475,RFA,,,,,,,True
Josh Samanski C,1 RFA,"ELC","C, LW",Minor,24,1.475,RFA,,,,,,,,True
Braeden Cootes C,3 RFA,"ELC50","C",Junior,19,1.474167,1.474167,1.474167,RFA,,,,,,True
Victor Eklund RW,3 RFA,"ELC50","RW",Minor,19,1.474167,1.474167,1.474167,RFA,,,,,,True
Carter Bear LW,3 RFA,"ELC50","LW",Junior,19,1.474167,1.474167,1.474167,RFA,,,,,,True
Michael Brandsegg-Nygard RW,2 RFA,"ELC","RW",Minor,20,1.45375,1.45375,RFA,,,,,,,True
Cole Koepke LW,2 UFA,"","LW",NHL,28,1.45,1.45,UFA,,,,0,165,165,False
Alex Bump LW,2 RFA,"ELC","LW",Minor,22,1.45,1.45,RFA,,,,,,,True
Mattias Janmark LW,1 UFA,"M-NTC","LW, RW",NHL,33,1.45,UFA,,,,,,,,False
Michael Eyssimont RW,1 UFA,"","RW, LW, C",NHL,29,1.45,UFA,,,,,0,269,269,False
Ryan Greene LW,1 RFA,"ELC","LW, C",NHL,22,1.45,RFA,,,,,,,,True
Rutger McGroarty LW,1 RFA,"ELC","LW, RW",Minor,22,1.45,RFA,,,,,,,,True
Wyatt Kaiser D,1 RFA,"","LD",NHL,24,1.445,RFA,,,,,0,175,175,False
Jett Luchanko C,3 RFA,"ELC","C, LW, RW",Junior,20,1.441667,1.441667,1.441667,RFA,,,,,,True
Terik Parascak RW,3 RFA,"ELC","RW",Junior,20,1.441667,1.441667,1.441667,RFA,,,,,,True
Brayden Yager C,2 RFA,"ELC","C",Minor,21,1.440833,1.440833,RFA,,,,,,,True
Oliver Kapanen C,1 RFA,"ELC","C",NHL,23,1.426667,RFA,,,,,,,,True
Samuel Honzek LW,2 RFA,"ELC","LW",Minor,21,1.409167,1.409167,RFA,,,,,,,True
Zeev Buium D,1 RFA,"ELC","LD",NHL,20,1.395275,RFA,,,,,,,,True
Jonathan Lekkerimaki RW,1 RFA,"ELC","RW",Minor,22,1.393333,RFA,,,,,,,,True
Denton Mateychuk D,1 RFA,"ELC","RD, LD",NHL,22,1.391167,RFA,,,,,,,,True
Justin Carbonneau RW,3 RFA,"ELC50","RW",Junior,19,1.390834,1.390834,1.390834,RFA,,,,,,True
Joakim Kemell RW,1 RFA,"ELC","RW",Minor,22,1.386667,RFA,,,,,,,,True
Sacha Boisvert C,2 RFA,"ELC","C",Minor,20,1.3825,1.3825,RFA,,,,,,,True
Hampton Slukynsky G,3 RFA,"ELC","G",Minor,21,1.378767,1.378767,1.378767,RFA,,,0,0,0,True
Liam Ohgren LW,1 RFA,"ELC","LW",NHL,22,1.378333,RFA,,,,,,,,True
Noah Ostlund C,1 RFA,"ELC","C, LW",NHL,22,1.361667,RFA,,,,,,,,True
Jacob Bernard-Docker D,2 UFA,"","RD, LD",NHL,26,1.36,1.36,UFA,,,,0,207,207,False
Declan Chisholm D,1 UFA,"","LD, RD",NHL,26,1.36,UFA,,,,,0,125,125,False
Tyler Kleven D,1 RFA,"","LD",NHL,24,1.36,RFA,,,,,0,166,166,False
Devin Cooley G,2 UFA,"","G",NHL,29,1.35,1.35,UFA,,,,0,37,37,True
Steven Lorentz LW,2 UFA,"","LW, RW, C",NHL,30,1.35,1.35,UFA,,,,0,381,381,False
Oliver Moore LW,1 RFA,"ELC","LW, C",NHL,21,1.341667,RFA,,,,,,,,True
Colin Ralph D,3 RFA,"ELC","LD",Minor,20,1.33875,1.33875,1.33875,RFA,,,,,,True
Kashawn Aitcheson D,3 RFA,"ELC","LD",Minor,19,1.33875,1.33875,1.33875,RFA,,,,,,True
Malte Gustafsson D,3 RFA,"ELC50","LD",Minor,18,1.33875,1.33875,1.33875,RFA,,,,,,True
Justin Barron D,1 RFA,"","RD, LD",NHL,24,1.33875,RFA,,,,,0,208,208,False
Emil Andrae D,2 RFA,"","LD, RD",NHL,24,1.3175,1.3175,RFA,,,,0,107,107,False
Urho Vaakanainen D,1 UFA,"","LD, RD",NHL,27,1.3175,UFA,,,,,0,221,221,False
Bill Zonnon RW,3 RFA,"ELC","RW",Minor,19,1.31,1.31,1.31,RFA,,,,,,True
Ryan Lomberg LW,2 UFA,"","LW",NHL,31,1.3,1.3,UFA,,,,0,394,394,False
Hendrix Lapierre C,2 RFA,"","C",NHL,24,1.3,1.3,RFA,,,,0,158,158,False
Isac Lundestrom C,1 UFA,"","C, RW, LW",NHL,26,1.3,UFA,,,,,0,405,405,False
Jacob Fowler G,2 RFA,"ELC","G",Minor,21,1.298333,1.298333,RFA,,,,0,17,17,True
Spencer Stastney D,1 UFA,"","LD, RD",NHL,26,1.29625,UFA,,,,,0,117,117,False
Matthew Wood RW,1 RFA,"ELC","RW, C",NHL,21,1.283333,RFA,,,,,,,,True
Radko Gudas D,6 UFA,"","RD",NHL,36,1.275,1.275,1.275,1.275,1.275,1.275,0,885,885,False
Declan Carlile D,2 UFA,"","LD, RD",NHL,26,1.275,1.275,UFA,,,,0,46,46,True
Eric Pohlkamp D,2 RFA,"ELC","RD",Minor,22,1.275,1.275,RFA,,,,,,,True
David Jiricek D,2 RFA,"","RD",NHL,22,1.275,1.275,RFA,,,,0,85,85,False
Curtis Douglas LW,2 UFA,"","LW, RW, C",NHL,26,1.25,1.25,UFA,,,,0,43,43,True
Justus Annunen G,2 UFA,"","G",NHL,26,1.25,1.25,UFA,,,,0,80,80,True
Fedor Svechkov C,2 RFA,"","C",NHL,23,1.25,1.25,RFA,,,,0,122,122,False
Jonas Johansson G,1 UFA,"","G",NHL,30,1.25,UFA,,,,,0,105,105,False
Adam Klapka RW,1 RFA,"","RW",NHL,25,1.25,RFA,,,,,0,116,116,False
Tye Kartye LW,1 RFA,"","LW",NHL,25,1.25,RFA,,,,,0,204,204,False
Juuso Parssinen LW,1 RFA,"","LW, C, RW",NHL,25,1.25,RFA,,,,,0,157,157,False
Lenni Hameenaho RW,2 RFA,"ELC","RW, LW",Minor,21,1.233333,1.233333,RFA,,,,,,,True
Gabe Perreault LW,1 RFA,"ELC","LW, RW",NHL,21,1.225,RFA,,,,,,,,True
Axel Sandin-Pellikka D,2 RFA,"ELC","RD",NHL,21,1.224708,1.224708,RFA,,,,,,,True
Trevor Connelly LW,3 RFA,"ELC","LW",Minor,20,1.224167,1.224167,1.224167,RFA,,,,,,True
Lian Bichsel D,1 RFA,"ELC","LD",NHL,22,1.205583,RFA,,,,,,,,True
Joshua Eernisse C,1 RFA,"ELC","C",Minor,24,1.2025,RFA,,,,,,,,True
Jayden Struble D,1 RFA,"","LD",NHL,24,1.200625,RFA,,,,,0,171,171,False
Colton Dach LW,2 RFA,"","LW, C, RW",NHL,23,1.2,1.2,RFA,,,,0,86,86,False
Joe Veleno C,1 UFA,"","C, RW, LW",NHL,26,1.2,UFA,,,,,0,367,367,False
Gage Goncalves RW,1 RFA,"","RW, LW, C",NHL,25,1.2,RFA,,,,,0,136,136,False
Ilya Nabokov G,1 RFA,"ELC","G",Minor,23,1.1875,RFA,,,,,0,0,0,True
Shane Lachance LW,1 RFA,"ELC","LW",Minor,23,1.18375,RFA,,,,,,,,True
Sam Rinzel D,1 RFA,"ELC","RD",NHL,22,1.182917,RFA,,,,,,,,True
Calum Ritchie C,2 RFA,"ELC","C, RW, LW",NHL,21,1.1825,1.1825,RFA,,,,,,,True
Cruz Lucius RW,2 RFA,"ELC","RW",Minor,22,1.175,1.175,RFA,,,,,,,True
Tyson Jugnauth D,2 RFA,"ELC","LD",Minor,22,1.161667,1.161667,RFA,,,,,,,True
Colby Barlow LW,2 RFA,"ELC","LW",Minor,21,1.159167,1.159167,RFA,,,,,,,True
Eric Comrie G,2 UFA,"","G",Minor,31,1.15,1.15,UFA,,,,0,102,102,False
Kurtis MacDermid LW,1 UFA,"","LW, RW",NHL,32,1.15,UFA,,,,,0,307,307,False
Troy Stecher D,2 UFA,"","RD",NHL,32,1.1475,1.1475,UFA,,,,0,624,624,False
Zach Bogosian D,1 UFA,"","RD, LD",NHL,36,1.1475,UFA,,,,,0,970,970,False
Simon Benoit D,1 UFA,"","LD",NHL,27,1.1475,UFA,,,,,0,352,352,False
Seamus Casey D,1 RFA,"ELC","RD",Minor,22,1.1475,RFA,,,,,,,,True
Brad Lambert RW,1 RFA,"ELC","RW, C",NHL,22,1.136667,RFA,,,,,,,,True
Nathan Gaucher RW,1 RFA,"ELC","RW, C",Minor,22,1.129167,RFA,,,,,,,,True
Kevin Korchinski D,2 RFA,"","LD, RD",Minor,22,1.12625,1.12625,RFA,,,,0,105,105,False
Ryan Winterton RW,2 RFA,"","RW, LW",NHL,22,1.125,1.125,RFA,,,,0,89,89,False
Elmer Soderblom LW,1 RFA,"","LW",NHL,25,1.125,RFA,,,,,0,106,106,False
Ty Emberson D,1 UFA,"","RD",NHL,26,1.105,UFA,,,,,0,178,178,False
Nico Daws G,2 UFA,"","G",NHL,25,1.1,1.1,UFA,,,,0,55,55,True
Nikita Grebenkin LW,2 RFA,"","LW, RW",NHL,23,1.1,1.1,RFA,,,,0,62,62,True
Laurent Brossoit G,1 UFA,"","G",Minor,33,1.1,UFA,,,,,0,141,141,False
Lars Eller C,1 UFA,"","C",NHL,37,1.1,UFA,,,,,0,1184,1184,False
Emil Heineman RW,1 RFA,"","RW, LW",NHL,24,1.1,RFA,,,,,0,148,148,False
Leevi Merilainen G,1 RFA,"","G",Minor,24,1.1,RFA,,,,,0,34,34,True
Lynden Lakovic LW,3 RFA,"ELC50","LW",Junior,19,1.099167,1.099167,1.099167,RFA,,,,,,True
Marcus Nordmark LW,3 RFA,"ELC50","LW",Minor,18,1.075,1.075,1.075,RFA,,,,,,True
Ryden Evers LW,3 RFA,"ELC","LW",Minor,21,1.075,1.075,1.075,RFA,,,,,,True
Cole Eiserman LW,3 RFA,"ELC","LW",Minor,20,1.075,1.075,1.075,RFA,,,,,,True
Blake Montgomery LW,3 RFA,"ELC","LW",Minor,21,1.075,1.075,1.075,RFA,,,,,,True
Adam Novotny LW,3 RFA,"ELC50","LW",Minor,18,1.075,1.075,1.075,RFA,,,,,,True
Stephen Halliday C,2 RFA,"","C, LW",NHL,24,1.075,1.075,RFA,,,,0,30,30,True
Dylan Hryckowian RW,2 RFA,"ELC","RW",Minor,22,1.05,1.05,RFA,,,,,,,True
Dylan James LW,2 RFA,"ELC","LW",Minor,22,1.05,1.05,RFA,,,,,,,True
Sutter Muzzatti C,2 RFA,"ELC","C",Minor,23,1.05,1.05,RFA,,,,,,,True
Eddie Genborg RW,3 RFA,"ELC50","RW",Minor,19,1.049167,1.049167,1.049167,RFA,,,,,,True
Joel Nystrom D,4 UFA,"","RD",NHL,24,1.04125,1.04125,1.04125,1.04125,UFA,,0,38,38,True
Ethan Procyszyn C,3 RFA,"ELC","C",Minor,20,1.04,1.04,1.04,RFA,,,,,,True
Kim Saarinen G,3 RFA,"ELC","G",Minor,20,1.035,1.035,1.035,RFA,,,0,0,0,True
Kevin He LW,3 RFA,"ELC","LW",Junior,20,1.035,1.035,1.035,RFA,,,,,,True
Zac Funk RW,1 RFA,"ELC","RW",Minor,23,1.033333,RFA,,,,,,,,True
Felix Nilsson C,3 RFA,"ELC","C",Minor,21,1.028333,1.028333,1.028333,RFA,,,,,,True
Lucas Beckman G,3 RFA,"ELC50","G",Minor,19,1.028333,1.028333,1.028333,RFA,,,0,0,0,True
Tinus Luc Koblar C,3 RFA,"ELC50","C",Minor,19,1.028333,1.028333,1.028333,RFA,,,,,,True
Borya Valis RW,2 RFA,"ELC","RW",Minor,22,1.025,1.025,RFA,,,,,,,True
Riley Thompson C,1 RFA,"ELC","C",Minor,24,1.025,RFA,,,,,,,,True
Theodor Niederbach C,1 RFA,"","C",Minor,24,1.025,RFA,,,,,0,0,0,True
Theo Rochette C,1 RFA,"ELC","C",Minor,24,1.025,RFA,,,,,,,,True
Ilya Protas C,3 RFA,"ELC50","C, LW",NHL,20,1.018333,1.018333,1.018333,RFA,,,,,,True
Eriks Mateiko LW,3 RFA,"ELC","LW",Minor,20,1.018333,1.018333,1.018333,RFA,,,,,,True
Juraj Pekarcik LW,2 RFA,"ELC","LW",Minor,20,1.018333,1.018333,RFA,,,,,,,True
Cam Squires RW,2 RFA,"ELC","RW",Minor,21,1.018333,1.018333,RFA,,,,,,,True
Jesse Nurmi LW,2 RFA,"ELC","LW",Junior,21,1.018333,1.018333,RFA,,,,,,,True
Casey DeSmith G,1 UFA,"","G",NHL,35,1.016667,UFA,,,,,0,220,220,False
Theo Stockselius C,3 RFA,"ELC50","C",Minor,19,1.015833,1.015833,1.015833,RFA,,,,,,True
Rieger Lorenz LW,2 RFA,"ELC","LW",Minor,22,1.01375,1.01375,RFA,,,,,,,True
Felix Trudeau LW,2 RFA,"ELC","LW",Minor,23,1.01375,1.01375,RFA,,,,,,,True
Vadim Moroz RW,2 RFA,"ELC","RW",Minor,22,1.01375,1.01375,RFA,,,,,,,True
Jake Richard RW,2 RFA,"ELC","RW",Minor,22,1.01375,1.01375,RFA,,,,,,,True
Andrew Basha LW,3 RFA,"ELC","LW",Junior,20,1.01,1.01,1.01,RFA,,,,,,True
Brayden Pachal D,1 UFA,"","RD, LD",NHL,27,1.009375,UFA,,,,,0,177,177,False
Ethan Czata C,3 RFA,"ELC50","C",Junior,19,1.008333,1.008333,1.008333,RFA,,,,,,True
Kirill Zarubin G,3 RFA,"ELC","G",Minor,20,1.0075,1.0075,1.0075,RFA,,,0,0,0,True
Alex Ciernik LW,3 RFA,"ELC","LW",Minor,21,1.0075,1.0075,1.0075,RFA,,,,,,True
Benjamin Rautiainen C,3 RFA,"ELC","C",Minor,21,1.0075,1.0075,1.0075,RFA,,,,,,True
Carson Wetsch RW,3 RFA,"ELC","RW",Minor,20,1.006667,1.006667,1.006667,RFA,,,,,,True
Damian Clara G,2 RFA,"ELC","G",Minor,21,1.005833,1.005833,RFA,,,,0,0,0,True
Luca Pinelli LW,2 RFA,"ELC","LW, RW, C",Minor,21,1.005833,1.005833,RFA,,,,,,,True
Filip Bystedt C,1 RFA,"ELC","C",Minor,22,1.001667,RFA,,,,,,,,True
Anthony (AJ) Spellacy RW,3 RFA,"ELC","RW",Junior,20,1.000833,1.000833,1.000833,RFA,,,,,,True
Ben Meyers C,2 UFA,"","C, LW",NHL,27,1.0,1.0,UFA,,,,0,127,127,False
Max Sasson C,2 UFA,"","C, LW",NHL,25,1.0,1.0,UFA,,,,0,95,95,False
Mathieu Joseph LW,1 UFA,"","LW, RW",NHL,29,1.0,UFA,,,,,0,471,471,False
Joel Kiviranta RW,1 UFA,"","RW, LW",NHL,30,1.0,UFA,,,,,0,349,349,False
Calvin Pickard G,1 UFA,"","G",Minor,34,1.0,UFA,,,,,0,191,191,False
Liam O'Brien LW,1 UFA,"","LW, RW, C",NHL,32,1.0,UFA,,,,,0,265,265,False
David Rittich G,1 UFA,"","G",Minor,34,1.0,UFA,,,,,0,260,260,False
Vitek Vanecek G,1 UFA,"","G",NHL,30,1.0,UFA,,,,,0,210,210,False
Carl Grundstrom LW,1 UFA,"","LW, RW, C",NHL,28,1.0,UFA,,,,,0,339,339,False
Sam Carrick C,1 UFA,"","C",Minor,34,1.0,UFA,,,,,0,393,393,False
Kaapo Kahkonen G,1 UFA,"","G",Minor,30,1.0,UFA,,,,,0,140,140,False
Danton Heinen RW,1 UFA,"","RW, LW",NHL,31,1.0,UFA,,,,,0,612,612,False
Jiri Felcman C,3 RFA,"ELC","C",Minor,21,0.996667,0.996667,0.996667,RFA,,,,,,True
Yegor Borikov RW,3 RFA,"ELC","RW",Minor,21,0.996667,0.996667,0.996667,RFA,,,,,,True
Gabriel D'Aigle G,3 RFA,"ELC","G",Minor,19,0.995,0.995,0.995,RFA,,,0,0,0,True
Petr Sikora C,3 RFA,"ELC","C",Minor,20,0.995,0.995,0.995,RFA,,,,,,True
Florian Xhekaj LW,1 RFA,"ELC","LW",Minor,22,0.995,RFA,,,,,,,,True
Josh Filmon LW,1 RFA,"ELC","LW",Minor,22,0.993333,RFA,,,,,,,,True
Bryce McConnell-Barker C,1 RFA,"ELC","C",Minor,22,0.993333,RFA,,,,,,,,True
Quentin Musty LW,2 RFA,"ELC","LW",Minor,21,0.9925,0.9925,RFA,,,,,,,True
Herman Traff RW,3 RFA,"ELC","RW",Minor,20,0.99,0.99,0.99,RFA,,,,,,True
Noah Dower Nilsson LW,3 RFA,"ELC","LW",Minor,21,0.99,0.99,0.99,RFA,,,,,,True
Filip Ruzicka G,3 RFA,"ELC50","G",Minor,18,0.9875,0.9875,0.9875,RFA,,,0,0,0,True
Kalan Lind LW,2 RFA,"ELC","LW",Minor,21,0.986667,0.986667,RFA,,,,,,,True
Jakub Stancl C,2 RFA,"ELC","C",Minor,21,0.986111,0.986111,RFA,,,,,,,True
Oliver Bonk D,2 RFA,"ELC","RD",Minor,21,0.985292,0.985292,RFA,,,,,,,True
Noah Powell RW,3 RFA,"ELC","RW",Minor,21,0.985,0.985,0.985,RFA,,,,,,True
Ilya Pautov RW,3 RFA,"ELC","RW",Minor,20,0.985,0.985,0.985,RFA,,,,,,True
Henry Brzustewicz D,3 RFA,"ELC50","RD",Minor,19,0.984583,0.984583,0.984583,RFA,,,,,,True
Pavel Moysevich G,3 RFA,"ELC","G",Minor,21,0.98,0.98,0.98,RFA,,,0,0,0,True
Matthew DiMarsico C,2 RFA,"ELC","C",Minor,22,0.98,0.98,RFA,,,,,,,True
Quinn Finley LW,2 RFA,"ELC","LW",Minor,22,0.98,0.98,RFA,,,,,,,True
Brody Lamb RW,2 RFA,"ELC","RW",Minor,23,0.98,0.98,RFA,,,,,,,True
Cole Knuble RW,2 RFA,"ELC","RW",Minor,22,0.98,0.98,RFA,,,,,,,True
Attilio Biasca C,2 RFA,"","C",Minor,23,0.98,0.98,RFA,,,,0,0,0,True
